Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.7,4,127
Integers,min of two,10,9,0.5,3,37
Singly Linked List,length,FAIL,15,-,FAIL,9428
Singly Linked List,max,FAIL,22,-,FAIL,7695
Singly Linked List,min,FAIL,22,-,FAIL,7470
Singly Linked List,deallocate,11,2,0.5,4,30
Singly Linked List,copy,FAIL,12,-,FAIL,7939
Singly Linked List,append,FAIL,17,-,FAIL,3399
Singly Linked List,delete,FAIL,16,-,FAIL,2768
Singly Linked List,append three,FAIL,21,-,FAIL,2455
Singly Linked List,union,FAIL,14,-,FAIL,3682
Singly Linked List,intersection,FAIL,16,-,FAIL,5014
Singly Linked List,difference,FAIL,14,-,FAIL,3207
Sorted list,insertion sort,FAIL,18,-,FAIL,4701
Doubly Linked List,copy,FAIL,15,-,FAIL,4838
Doubly Linked List,delete,FAIL,18,-,FAIL,6058
Doubly Linked List,single to double,FAIL,11,-,FAIL,1923
List of Lists,deallocate,32,3,2.0,11,253
List of Lists,length,FAIL,12,-,FAIL,2591
Binary Tree,copy,FAIL,12,-,FAIL,5380
Binary Tree,flatten w/append,FAIL,10,-,FAIL,4438
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,4064
Binary Tree,flatten,FAIL,10,-,FAIL,3220
BST,insert,FAIL,21,-,FAIL,4335
BST,from list,FAIL,15,-,FAIL,3726
BST,to sorted list,FAIL,15,-,FAIL,2814
Rose Tree,copy,FAIL,12,-,FAIL,3710
Packed Tree,unpack,FAIL,25,-,FAIL,2381
