Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.3,4,14
Integers,min of two,10,9,0.6,3,35
Singly Linked List,length,21,15,1.7,6,233
Singly Linked List,max,84,22,14.9,22,1765
Singly Linked List,min,67,22,12.7,18,1392
Singly Linked List,deallocate,11,2,0.3,4,16
Singly Linked List,copy,32,12,1.8,11,295
Singly Linked List,append,19,17,1.7,6,276
Singly Linked List,delete,44,16,3.7,13,596
Singly Linked List,append three,55,21,2.6,16,554
Singly Linked List,union,FAIL,14,-,FAIL,3279
Singly Linked List,intersection,FAIL,16,-,FAIL,3450
Singly Linked List,difference,FAIL,14,-,FAIL,3724
Sorted list,insertion sort,22,18,1.5,7,259
Doubly Linked List,copy,FAIL,15,-,FAIL,7871
Doubly Linked List,delete,FAIL,18,-,FAIL,6651
Doubly Linked List,single to double,66,11,2.9,23,822
List of Lists,deallocate,32,3,0.8,11,67
List of Lists,length,FAIL,12,-,FAIL,3641
Binary Tree,copy,FAIL,12,-,FAIL,3483
Binary Tree,flatten w/append,48,10,1.2,17,139
Binary Tree,flatten w/acc,63,17,1.8,21,251
Binary Tree,flatten,74,10,2.7,24,568
BST,insert,FAIL,21,-,FAIL,2418
BST,from list,FAIL,15,-,FAIL,1528
BST,to sorted list,FAIL,15,-,FAIL,3117
Rose Tree,copy,FAIL,12,-,FAIL,4105
Packed Tree,unpack,FAIL,25,-,FAIL,3444
