Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,1.9,4,865
Integers,min of two,10,9,0.9,3,82
Singly Linked List,length,FAIL,15,-,FAIL,5281
Singly Linked List,max,FAIL,22,-,FAIL,4793
Singly Linked List,min,FAIL,22,-,FAIL,4889
Singly Linked List,deallocate,11,2,0.5,4,30
Singly Linked List,copy,FAIL,12,-,FAIL,1162
Singly Linked List,append,FAIL,17,-,FAIL,2587
Singly Linked List,delete,FAIL,16,-,FAIL,3559
Singly Linked List,append three,FAIL,21,-,FAIL,3394
Singly Linked List,union,FAIL,14,-,FAIL,2598
Singly Linked List,intersection,FAIL,16,-,FAIL,5690
Singly Linked List,difference,FAIL,14,-,FAIL,2789
Sorted list,insertion sort,FAIL,18,-,FAIL,1147
Doubly Linked List,copy,FAIL,15,-,FAIL,3696
Doubly Linked List,delete,FAIL,18,-,FAIL,5255
Doubly Linked List,single to double,FAIL,11,-,FAIL,197
List of Lists,deallocate,FAIL,3,-,FAIL,1894
List of Lists,length,FAIL,12,-,FAIL,1925
Binary Tree,copy,FAIL,12,-,FAIL,5588
Binary Tree,flatten w/append,FAIL,10,-,FAIL,161
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,1886
Binary Tree,flatten,FAIL,10,-,FAIL,161
BST,insert,FAIL,21,-,FAIL,3779
BST,from list,FAIL,15,-,FAIL,1915
BST,to sorted list,FAIL,15,-,FAIL,458
Rose Tree,copy,FAIL,12,-,FAIL,3623
Packed Tree,unpack,FAIL,25,-,FAIL,2519
