Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,10
Integers,min of two,10,9,0.5,3,25
Singly Linked List,length,21,15,1.0,6,109
Singly Linked List,max,41,22,3.0,11,473
Singly Linked List,min,41,22,3.1,11,473
Singly Linked List,deallocate,11,2,0.4,4,16
Singly Linked List,copy,35,12,1.4,12,235
Singly Linked List,append,29,17,1.5,9,227
Singly Linked List,delete,41,16,2.0,12,280
Singly Linked List,append three,55,21,2.5,16,596
Singly Linked List,union,84,14,14.8,25,3352
Singly Linked List,intersection,FAIL,16,-,FAIL,3871
Singly Linked List,difference,84,14,7.7,25,1642
Sorted list,insertion sort,22,18,1.5,7,289
Doubly Linked List,copy,68,15,9.4,23,3527
Doubly Linked List,delete,67,18,4.1,19,864
Doubly Linked List,single to double,69,11,1.5,24,204
List of Lists,deallocate,32,3,0.7,11,54
List of Lists,length,82,12,8.8,25,2451
Binary Tree,copy,FAIL,12,-,FAIL,3416
Binary Tree,flatten w/append,51,10,1.1,18,125
Binary Tree,flatten w/acc,66,17,1.3,22,180
Binary Tree,flatten,77,10,2.3,25,495
BST,insert,FAIL,21,-,FAIL,3022
BST,from list,85,15,13.0,27,1955
BST,to sorted list,67,15,7.6,21,1586
Rose Tree,copy,FAIL,12,-,FAIL,4034
Packed Tree,unpack,FAIL,25,-,FAIL,3118
