Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,12
Integers,min of two,FAIL,9,-,FAIL,27
Singly Linked List,length,21,15,1.1,6,129
Singly Linked List,max,FAIL,22,-,FAIL,584
Singly Linked List,min,FAIL,22,-,FAIL,584
Singly Linked List,deallocate,11,2,0.3,4,16
Singly Linked List,copy,32,12,1.3,11,192
Singly Linked List,append,19,17,1.7,6,306
Singly Linked List,delete,FAIL,16,-,FAIL,755
Singly Linked List,append three,58,21,3.6,18,1086
Singly Linked List,union,FAIL,14,-,FAIL,2948
Singly Linked List,intersection,FAIL,16,-,FAIL,3413
Singly Linked List,difference,FAIL,14,-,FAIL,3611
Sorted list,insertion sort,22,18,2.4,7,566
Doubly Linked List,copy,65,15,7.0,22,3026
Doubly Linked List,delete,FAIL,18,-,FAIL,830
Doubly Linked List,single to double,66,11,1.8,23,281
List of Lists,deallocate,32,3,0.9,11,76
List of Lists,length,FAIL,12,-,FAIL,3995
Binary Tree,copy,FAIL,12,-,FAIL,5933
Binary Tree,flatten w/append,48,10,1.8,17,345
Binary Tree,flatten w/acc,63,17,2.0,21,363
Binary Tree,flatten,74,10,3.4,24,855
BST,insert,FAIL,21,-,FAIL,229
BST,from list,FAIL,15,-,FAIL,372
BST,to sorted list,67,15,13.7,21,3648
Rose Tree,copy,FAIL,12,-,FAIL,5575
Packed Tree,unpack,FAIL,25,-,FAIL,2858
