Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,12
Integers,min of two,10,9,0.5,3,29
Singly Linked List,length,21,15,1.1,6,118
Singly Linked List,max,60,22,4.4,17,779
Singly Linked List,min,60,22,4.4,17,779
Singly Linked List,deallocate,11,2,0.3,4,16
Singly Linked List,copy,32,12,1.3,11,208
Singly Linked List,append,19,17,0.9,6,113
Singly Linked List,delete,41,16,2.0,12,289
Singly Linked List,append three,48,21,2.0,14,456
Singly Linked List,union,77,14,7.2,23,1689
Singly Linked List,intersection,FAIL,16,-,FAIL,3422
Singly Linked List,difference,71,14,7.9,21,1745
Sorted list,insertion sort,22,18,1.4,7,278
Doubly Linked List,copy,65,15,6.5,22,2464
Doubly Linked List,delete,67,18,4.7,19,959
Doubly Linked List,single to double,66,11,1.5,23,234
List of Lists,deallocate,32,3,0.7,11,54
List of Lists,length,73,12,7.6,23,2471
Binary Tree,copy,46,12,3.3,16,1084
Binary Tree,flatten w/append,48,10,1.1,17,132
Binary Tree,flatten w/acc,63,17,1.3,21,219
Binary Tree,flatten,71,10,2.3,23,584
BST,insert,FAIL,21,-,FAIL,3358
BST,from list,85,15,9.0,27,1304
BST,to sorted list,FAIL,15,-,FAIL,3234
Rose Tree,copy,FAIL,12,-,FAIL,3563
Packed Tree,unpack,FAIL,25,-,FAIL,2649
