Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,10
Integers,min of two,FAIL,9,-,FAIL,23
Singly Linked List,length,21,15,1.0,6,113
Singly Linked List,max,FAIL,22,-,FAIL,402
Singly Linked List,min,FAIL,22,-,FAIL,402
Singly Linked List,deallocate,11,2,0.4,4,16
Singly Linked List,copy,35,12,1.3,12,223
Singly Linked List,append,19,17,1.0,6,108
Singly Linked List,delete,FAIL,16,-,FAIL,599
Singly Linked List,append three,48,21,2.6,14,651
Singly Linked List,union,FAIL,14,-,FAIL,2834
Singly Linked List,intersection,FAIL,16,-,FAIL,3566
Singly Linked List,difference,FAIL,14,-,FAIL,3373
Sorted list,insertion sort,22,18,2.4,7,552
Doubly Linked List,copy,71,15,8.7,24,2947
Doubly Linked List,delete,FAIL,18,-,FAIL,391
Doubly Linked List,single to double,69,11,1.5,24,210
List of Lists,deallocate,32,3,0.9,11,76
List of Lists,length,FAIL,12,-,FAIL,3483
Binary Tree,copy,FAIL,12,-,FAIL,3091
Binary Tree,flatten w/append,51,10,1.7,18,307
Binary Tree,flatten w/acc,66,17,1.8,22,284
Binary Tree,flatten,77,10,3.1,25,769
BST,insert,FAIL,21,-,FAIL,185
BST,from list,FAIL,15,-,FAIL,322
BST,to sorted list,FAIL,15,-,FAIL,3445
Rose Tree,copy,FAIL,12,-,FAIL,3181
Packed Tree,unpack,FAIL,25,-,FAIL,2891
