Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,9
Integers,min of two,10,9,0.4,3,20
Singly Linked List,length,21,15,1.4,6,209
Singly Linked List,max,147,22,14.4,46,1367
Singly Linked List,min,147,22,15.0,46,1367
Singly Linked List,deallocate,11,2,0.4,4,16
Singly Linked List,copy,35,12,1.4,12,224
Singly Linked List,append,19,17,1.0,6,106
Singly Linked List,delete,48,16,2.5,15,344
Singly Linked List,append three,58,21,2.2,18,432
Singly Linked List,union,FAIL,14,-,FAIL,3402
Singly Linked List,intersection,FAIL,16,-,FAIL,3851
Singly Linked List,difference,78,14,11.9,24,2676
Sorted list,insertion sort,22,18,1.5,7,266
Doubly Linked List,copy,71,15,11.5,24,4586
Doubly Linked List,delete,96,18,6.7,30,1849
Doubly Linked List,single to double,69,11,1.7,24,252
List of Lists,deallocate,32,3,0.8,11,54
List of Lists,length,87,12,10.5,27,2774
Binary Tree,copy,FAIL,12,-,FAIL,3077
Binary Tree,flatten w/append,51,10,1.1,18,122
Binary Tree,flatten w/acc,66,17,1.5,22,201
Binary Tree,flatten,74,10,2.5,24,522
BST,insert,FAIL,21,-,FAIL,2692
BST,from list,FAIL,15,-,FAIL,1953
BST,to sorted list,FAIL,15,-,FAIL,2723
Rose Tree,copy,FAIL,12,-,FAIL,3800
Packed Tree,unpack,FAIL,25,-,FAIL,2849
