Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.3,4,9
Integers,min of two,10,9,0.4,3,20
Singly Linked List,length,21,15,1.4,6,195
Singly Linked List,max,96,22,9.4,26,1309
Singly Linked List,min,96,22,9.6,26,1309
Singly Linked List,deallocate,11,2,0.4,4,16
Singly Linked List,copy,35,12,1.3,12,198
Singly Linked List,append,48,17,1.4,16,182
Singly Linked List,delete,48,16,2.4,15,330
Singly Linked List,append three,96,21,3.2,31,742
Singly Linked List,union,101,14,8.1,33,1720
Singly Linked List,intersection,FAIL,16,-,FAIL,4004
Singly Linked List,difference,78,14,9.7,24,2167
Sorted list,insertion sort,22,18,1.5,7,282
Doubly Linked List,copy,71,15,6.4,24,2639
Doubly Linked List,delete,96,18,6.4,30,1353
Doubly Linked List,single to double,69,11,1.6,24,223
List of Lists,deallocate,32,3,0.9,11,54
List of Lists,length,87,12,6.4,27,1803
Binary Tree,copy,49,12,3.6,17,1093
Binary Tree,flatten w/append,51,10,1.1,18,122
Binary Tree,flatten w/acc,66,17,1.4,22,177
Binary Tree,flatten,77,10,2.4,25,518
BST,insert,FAIL,21,-,FAIL,3711
BST,from list,FAIL,15,-,FAIL,1689
BST,to sorted list,FAIL,15,-,FAIL,1342
Rose Tree,copy,FAIL,12,-,FAIL,3518
Packed Tree,unpack,FAIL,25,-,FAIL,2886
