Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.3,4,10
Integers,min of two,FAIL,9,-,FAIL,20
Singly Linked List,length,21,15,1.3,6,148
Singly Linked List,max,FAIL,22,-,FAIL,1381
Singly Linked List,min,FAIL,22,-,FAIL,1381
Singly Linked List,deallocate,11,2,0.4,4,16
Singly Linked List,copy,35,12,1.4,12,217
Singly Linked List,append,19,17,1.2,6,154
Singly Linked List,delete,FAIL,16,-,FAIL,870
Singly Linked List,append three,81,21,2.7,26,596
Singly Linked List,union,FAIL,14,-,FAIL,2089
Singly Linked List,intersection,FAIL,16,-,FAIL,2761
Singly Linked List,difference,FAIL,14,-,FAIL,3863
Sorted list,insertion sort,22,18,1.5,7,240
Doubly Linked List,copy,68,15,10.0,23,4849
Doubly Linked List,delete,FAIL,18,-,FAIL,2239
Doubly Linked List,single to double,69,11,1.7,24,248
List of Lists,deallocate,32,3,0.8,11,54
List of Lists,length,FAIL,12,-,FAIL,3505
Binary Tree,copy,FAIL,12,-,FAIL,6323
Binary Tree,flatten w/append,51,10,1.1,18,132
Binary Tree,flatten w/acc,66,17,1.7,22,256
Binary Tree,flatten,77,10,2.6,25,535
BST,insert,FAIL,21,-,FAIL,217
BST,from list,FAIL,15,-,FAIL,362
BST,to sorted list,118,15,6.8,34,1374
Rose Tree,copy,FAIL,12,-,FAIL,3836
Packed Tree,unpack,FAIL,25,-,FAIL,2817
