Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.3,4,10
Integers,min of two,FAIL,9,-,FAIL,20
Singly Linked List,length,21,15,1.4,6,193
Singly Linked List,max,FAIL,22,-,FAIL,1381
Singly Linked List,min,FAIL,22,-,FAIL,1381
Singly Linked List,deallocate,11,2,0.4,4,16
Singly Linked List,copy,35,12,1.4,12,217
Singly Linked List,append,48,17,1.2,16,167
Singly Linked List,delete,FAIL,16,-,FAIL,870
Singly Linked List,append three,81,21,2.3,26,472
Singly Linked List,union,FAIL,14,-,FAIL,3917
Singly Linked List,intersection,FAIL,16,-,FAIL,3077
Singly Linked List,difference,FAIL,14,-,FAIL,3862
Sorted list,insertion sort,22,18,2.0,7,380
Doubly Linked List,copy,68,15,10.3,23,4848
Doubly Linked List,delete,FAIL,18,-,FAIL,2239
Doubly Linked List,single to double,69,11,1.7,24,248
List of Lists,deallocate,32,3,0.7,11,54
List of Lists,length,FAIL,12,-,FAIL,3506
Binary Tree,copy,49,12,4.5,17,1175
Binary Tree,flatten w/append,51,10,1.2,18,167
Binary Tree,flatten w/acc,66,17,1.5,22,214
Binary Tree,flatten,77,10,1.7,25,275
BST,insert,FAIL,21,-,FAIL,217
BST,from list,FAIL,15,-,FAIL,362
BST,to sorted list,111,15,3.2,33,413
Rose Tree,copy,FAIL,12,-,FAIL,3715
Packed Tree,unpack,FAIL,25,-,FAIL,2907
