Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.3,4,18
Integers,min of two,10,9,0.6,3,43
Singly Linked List,length,21,15,1.8,6,316
Singly Linked List,max,FAIL,22,-,FAIL,2161
Singly Linked List,min,FAIL,22,-,FAIL,2135
Singly Linked List,deallocate,11,2,0.4,4,16
Singly Linked List,copy,32,12,2.0,11,367
Singly Linked List,append,19,17,1.8,6,322
Singly Linked List,delete,44,16,5.2,13,1021
Singly Linked List,append three,48,21,3.3,14,804
Singly Linked List,union,FAIL,14,-,FAIL,3435
Singly Linked List,intersection,FAIL,16,-,FAIL,4401
Singly Linked List,difference,FAIL,14,-,FAIL,4589
Sorted list,insertion sort,22,18,2.1,7,355
Doubly Linked List,copy,FAIL,15,-,FAIL,9069
Doubly Linked List,delete,FAIL,18,-,FAIL,5565
Doubly Linked List,single to double,66,11,3.3,23,952
List of Lists,deallocate,32,3,0.8,11,67
List of Lists,length,FAIL,12,-,FAIL,4225
Binary Tree,copy,FAIL,12,-,FAIL,3981
Binary Tree,flatten w/append,48,10,1.4,17,176
Binary Tree,flatten w/acc,63,17,2.0,21,313
Binary Tree,flatten,71,10,3.5,23,859
BST,insert,FAIL,21,-,FAIL,2712
BST,from list,FAIL,15,-,FAIL,1475
BST,to sorted list,FAIL,15,-,FAIL,2477
Rose Tree,copy,FAIL,12,-,FAIL,4935
Packed Tree,unpack,FAIL,25,-,FAIL,3958
