Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,10
Integers,min of two,10,9,0.5,3,27
Singly Linked List,length,21,15,1.1,6,110
Singly Linked List,max,81,22,4.1,24,571
Singly Linked List,min,81,22,4.0,24,571
Singly Linked List,deallocate,11,2,0.4,4,16
Singly Linked List,copy,35,12,1.2,12,183
Singly Linked List,append,29,17,1.4,9,214
Singly Linked List,delete,41,16,2.1,12,261
Singly Linked List,append three,55,21,2.5,16,571
Singly Linked List,union,84,14,14.4,25,3195
Singly Linked List,intersection,FAIL,16,-,FAIL,4054
Singly Linked List,difference,84,14,7.5,25,1650
Sorted list,insertion sort,22,18,1.5,7,275
Doubly Linked List,copy,68,15,5.9,23,2412
Doubly Linked List,delete,67,18,4.6,19,920
Doubly Linked List,single to double,69,11,1.5,24,207
List of Lists,deallocate,32,3,0.7,11,54
List of Lists,length,82,12,9.7,25,2696
Binary Tree,copy,49,12,2.9,17,817
Binary Tree,flatten w/append,51,10,1.1,18,126
Binary Tree,flatten w/acc,66,17,1.6,22,256
Binary Tree,flatten,77,10,2.3,25,500
BST,insert,FAIL,21,-,FAIL,2941
BST,from list,85,15,9.1,27,1407
BST,to sorted list,67,15,7.4,21,1508
Rose Tree,copy,FAIL,12,-,FAIL,4353
Packed Tree,unpack,72,25,11.5,23,2447
