Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.3,4,12
Integers,min of two,FAIL,9,-,FAIL,29
Singly Linked List,length,21,15,1.3,6,155
Singly Linked List,max,FAIL,22,-,FAIL,1981
Singly Linked List,min,FAIL,22,-,FAIL,922
Singly Linked List,deallocate,11,2,0.4,4,16
Singly Linked List,copy,32,12,1.4,11,204
Singly Linked List,append,45,17,1.5,15,233
Singly Linked List,delete,FAIL,16,-,FAIL,986
Singly Linked List,append three,96,21,3.6,31,891
Singly Linked List,union,FAIL,14,-,FAIL,3881
Singly Linked List,intersection,FAIL,16,-,FAIL,3191
Singly Linked List,difference,FAIL,14,-,FAIL,4154
Sorted list,insertion sort,22,18,1.7,7,271
Doubly Linked List,copy,65,15,7.6,22,3729
Doubly Linked List,delete,FAIL,18,-,FAIL,2575
Doubly Linked List,single to double,66,11,1.6,23,259
List of Lists,deallocate,32,3,1.0,11,76
List of Lists,length,FAIL,12,-,FAIL,4082
Binary Tree,copy,46,12,3.8,16,1057
Binary Tree,flatten w/append,48,10,1.2,17,143
Binary Tree,flatten w/acc,63,17,2.1,21,356
Binary Tree,flatten,74,10,3.7,24,944
BST,insert,FAIL,21,-,FAIL,263
BST,from list,FAIL,15,-,FAIL,408
BST,to sorted list,111,15,14.4,33,4002
Rose Tree,copy,FAIL,12,-,FAIL,4166
Packed Tree,unpack,FAIL,25,-,FAIL,2884
