Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,10
Integers,min of two,FAIL,9,-,FAIL,20
Singly Linked List,length,21,15,1.2,6,197
Singly Linked List,max,FAIL,22,-,FAIL,2533
Singly Linked List,min,FAIL,22,-,FAIL,2552
Singly Linked List,deallocate,11,2,0.3,4,16
Singly Linked List,copy,35,12,1.4,12,192
Singly Linked List,append,19,17,0.9,6,103
Singly Linked List,delete,FAIL,16,-,FAIL,514
Singly Linked List,append three,48,21,1.8,14,362
Singly Linked List,union,FAIL,14,-,FAIL,3719
Singly Linked List,intersection,FAIL,16,-,FAIL,2610
Singly Linked List,difference,FAIL,14,-,FAIL,3423
Sorted list,insertion sort,22,18,2.1,7,454
Doubly Linked List,copy,68,15,6.4,23,1778
Doubly Linked List,delete,FAIL,18,-,FAIL,370
Doubly Linked List,single to double,69,11,1.6,24,194
List of Lists,deallocate,32,3,0.7,11,67
List of Lists,length,FAIL,12,-,FAIL,3638
Binary Tree,copy,49,12,4.0,17,993
Binary Tree,flatten w/append,51,10,1.1,18,119
Binary Tree,flatten w/acc,66,17,1.3,22,172
Binary Tree,flatten,74,10,1.6,24,254
BST,insert,FAIL,21,-,FAIL,164
BST,from list,FAIL,15,-,FAIL,301
BST,to sorted list,FAIL,15,-,FAIL,3197
Rose Tree,copy,FAIL,12,-,FAIL,3417
Packed Tree,unpack,FAIL,25,-,FAIL,3081
