Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.3,4,14
Integers,min of two,10,9,0.6,3,35
Singly Linked List,length,21,15,1.7,6,233
Singly Linked List,max,94,22,14.9,25,1612
Singly Linked List,min,94,22,14.5,25,1612
Singly Linked List,deallocate,11,2,0.3,4,16
Singly Linked List,copy,32,12,1.8,11,295
Singly Linked List,append,19,17,1.7,6,276
Singly Linked List,delete,44,16,3.7,13,596
Singly Linked List,append three,55,21,2.6,16,554
Singly Linked List,union,FAIL,14,-,FAIL,2964
Singly Linked List,intersection,FAIL,16,-,FAIL,3403
Singly Linked List,difference,FAIL,14,-,FAIL,3650
Sorted list,insertion sort,22,18,1.9,7,429
Doubly Linked List,copy,FAIL,15,-,FAIL,7647
Doubly Linked List,delete,FAIL,18,-,FAIL,6649
Doubly Linked List,single to double,66,11,2.9,23,822
List of Lists,deallocate,32,3,0.8,11,67
List of Lists,length,FAIL,12,-,FAIL,3691
Binary Tree,copy,FAIL,12,-,FAIL,3533
Binary Tree,flatten w/append,48,10,1.1,17,136
Binary Tree,flatten w/acc,63,17,1.5,21,199
Binary Tree,flatten,74,10,2.6,24,561
BST,insert,FAIL,21,-,FAIL,2581
BST,from list,FAIL,15,-,FAIL,2281
BST,to sorted list,FAIL,15,-,FAIL,3123
Rose Tree,copy,FAIL,12,-,FAIL,4157
Packed Tree,unpack,FAIL,25,-,FAIL,4026
