Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.3,4,10
Integers,min of two,10,9,0.5,3,25
Singly Linked List,length,21,15,1.1,6,109
Singly Linked List,max,50,22,4.3,14,636
Singly Linked List,min,60,22,5.4,17,808
Singly Linked List,deallocate,11,2,0.4,4,16
Singly Linked List,copy,35,12,1.3,12,198
Singly Linked List,append,48,17,1.5,16,183
Singly Linked List,delete,48,16,2.1,15,255
Singly Linked List,append three,81,21,2.9,26,545
Singly Linked List,union,124,14,7.7,41,1616
Singly Linked List,intersection,FAIL,16,-,FAIL,3372
Singly Linked List,difference,107,14,8.6,34,1556
Sorted list,insertion sort,22,18,1.6,7,276
Doubly Linked List,copy,71,15,5.4,24,2046
Doubly Linked List,delete,93,18,4.6,29,847
Doubly Linked List,single to double,69,11,1.5,24,204
List of Lists,deallocate,32,3,0.9,11,54
List of Lists,length,82,12,9.5,25,2445
Binary Tree,copy,49,12,3.1,17,830
Binary Tree,flatten w/append,51,10,1.2,18,124
Binary Tree,flatten w/acc,66,17,1.7,22,239
Binary Tree,flatten,77,10,2.6,25,509
BST,insert,FAIL,21,-,FAIL,3243
BST,from list,139,15,10.9,45,1434
BST,to sorted list,111,15,10.4,33,1674
Rose Tree,copy,FAIL,12,-,FAIL,3572
Packed Tree,unpack,FAIL,25,-,FAIL,2723
