Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,FAIL,9,-,FAIL,34
Singly Linked List,max,FAIL,22,-,FAIL,153
Singly Linked List,initialize,13,8,1.0,4,101
Singly Linked List,copy,FAIL,12,-,FAIL,71
Singly Linked List,append,FAIL,17,-,FAIL,1220
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,678
Singly Linked List,intersection,FAIL,16,-,FAIL,507
Singly Linked List,difference,FAIL,14,-,FAIL,208
Sorted list,prepend,11,29,0.6,4,33
Sorted list,sort,FAIL,9,-,FAIL,1062
Sorted list,reverse,FAIL,9,-,FAIL,1114
Sorted list,merge,FAIL,23,-,FAIL,2162
Doubly Linked List,singleton,14,13,0.6,5,31
Doubly Linked List,append,FAIL,20,-,FAIL,1264
Doubly Linked List,delete,FAIL,18,-,FAIL,530
List of Lists,deallocate,FAIL,3,-,FAIL,522
List of Lists,flatten,FAIL,12,-,FAIL,1347
List of Lists,length,FAIL,12,-,FAIL,1147
Binary Tree,deallocate two,47,4,2.1,16,374
Binary Tree,copy,FAIL,12,-,FAIL,99
Binary Tree,flatten,FAIL,10,-,FAIL,35
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,3191
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,2729
BST,insert,FAIL,21,-,FAIL,261
BST,find max,FAIL,25,-,FAIL,357
BST,from list,FAIL,15,-,FAIL,127
Packed Tree,pack,FAIL,36,-,FAIL,3067
