Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.4,3,20
Singly Linked List,max,76,22,8.3,21,1052
Singly Linked List,initialize,13,8,0.9,4,103
Singly Linked List,copy,35,12,1.6,12,254
Singly Linked List,append,48,17,1.7,16,262
Singly Linked List,non-destructive append,66,21,9.6,22,3689
Singly Linked List,intersection,FAIL,16,-,FAIL,3757
Singly Linked List,difference,78,14,14.0,24,3529
Sorted list,prepend,11,29,0.5,4,36
Sorted list,sort,72,9,2.7,18,393
Sorted list,reverse,49,9,1.6,13,186
Sorted list,merge,FAIL,23,-,FAIL,1827
Doubly Linked List,singleton,14,13,0.5,5,32
Doubly Linked List,append,FAIL,20,-,FAIL,7951
Doubly Linked List,delete,89,18,11.0,27,3599
List of Lists,deallocate,32,3,0.9,11,54
List of Lists,flatten,102,12,2.9,33,489
List of Lists,length,87,12,8.9,27,2378
Binary Tree,deallocate two,47,4,1.6,16,213
Binary Tree,copy,49,12,5.2,17,1632
Binary Tree,flatten,74,10,2.3,24,464
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,5363
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,3929
BST,insert,FAIL,21,-,FAIL,3200
BST,find max,FAIL,25,-,FAIL,2125
BST,from list,FAIL,15,-,FAIL,1705
Packed Tree,pack,FAIL,36,-,FAIL,3061
