Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.7,3,51
Singly Linked List,max,FAIL,22,-,FAIL,6040
Singly Linked List,initialize,13,8,4.0,4,2000
Singly Linked List,copy,FAIL,12,-,FAIL,6187
Singly Linked List,append,FAIL,17,-,FAIL,3800
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,6727
Singly Linked List,intersection,FAIL,16,-,FAIL,4764
Singly Linked List,difference,FAIL,14,-,FAIL,3072
Sorted list,prepend,FAIL,29,-,FAIL,245
Sorted list,sort,FAIL,9,-,FAIL,3719
Sorted list,reverse,FAIL,9,-,FAIL,3579
Sorted list,merge,FAIL,23,-,FAIL,3043
Doubly Linked List,singleton,FAIL,13,-,FAIL,173
Doubly Linked List,append,FAIL,20,-,FAIL,3245
Doubly Linked List,delete,FAIL,18,-,FAIL,3838
List of Lists,deallocate,32,3,2.6,11,490
List of Lists,flatten,FAIL,12,-,FAIL,3977
List of Lists,length,FAIL,12,-,FAIL,2783
Binary Tree,deallocate two,FAIL,4,-,FAIL,7882
Binary Tree,copy,FAIL,12,-,FAIL,6621
Binary Tree,flatten,FAIL,10,-,FAIL,1914
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,6685
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,6013
BST,insert,FAIL,21,-,FAIL,2501
BST,find max,FAIL,25,-,FAIL,4112
BST,from list,FAIL,15,-,FAIL,2420
Packed Tree,pack,FAIL,36,-,FAIL,2122
