Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.8,3,72
Singly Linked List,max,FAIL,22,-,FAIL,5212
Singly Linked List,initialize,FAIL,8,-,FAIL,8496
Singly Linked List,copy,FAIL,12,-,FAIL,1423
Singly Linked List,append,FAIL,17,-,FAIL,4009
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,7659
Singly Linked List,intersection,FAIL,16,-,FAIL,7351
Singly Linked List,difference,FAIL,14,-,FAIL,3374
Sorted list,prepend,FAIL,29,-,FAIL,476
Sorted list,sort,FAIL,9,-,FAIL,4895
Sorted list,reverse,FAIL,9,-,FAIL,4959
Sorted list,merge,FAIL,23,-,FAIL,3326
Doubly Linked List,singleton,FAIL,13,-,FAIL,248
Doubly Linked List,append,FAIL,20,-,FAIL,3525
Doubly Linked List,delete,FAIL,18,-,FAIL,6660
List of Lists,deallocate,FAIL,3,-,FAIL,1910
List of Lists,flatten,FAIL,12,-,FAIL,3178
List of Lists,length,FAIL,12,-,FAIL,1875
Binary Tree,deallocate two,FAIL,4,-,FAIL,3857
Binary Tree,copy,FAIL,12,-,FAIL,9200
Binary Tree,flatten,FAIL,10,-,FAIL,162
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,4123
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,4178
BST,insert,FAIL,21,-,FAIL,4127
BST,find max,FAIL,25,-,FAIL,3258
BST,from list,FAIL,15,-,FAIL,4003
Packed Tree,pack,FAIL,36,-,FAIL,2921
