Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.4,3,20
Singly Linked List,max,90,22,9.5,27,926
Singly Linked List,initialize,13,8,0.9,4,103
Singly Linked List,copy,35,12,1.7,12,295
Singly Linked List,append,19,17,1.7,6,310
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,3107
Singly Linked List,intersection,FAIL,16,-,FAIL,4350
Singly Linked List,difference,FAIL,14,-,FAIL,3487
Sorted list,prepend,11,29,0.6,4,36
Sorted list,sort,FAIL,9,-,FAIL,1345
Sorted list,reverse,49,9,6.6,13,1137
Sorted list,merge,FAIL,23,-,FAIL,1737
Doubly Linked List,singleton,14,13,0.5,5,30
Doubly Linked List,append,44,20,8.6,14,4447
Doubly Linked List,delete,79,18,11.9,23,3962
List of Lists,deallocate,32,3,0.9,11,76
List of Lists,flatten,74,12,2.8,24,538
List of Lists,length,FAIL,12,-,FAIL,2982
Binary Tree,deallocate two,47,4,1.5,16,263
Binary Tree,copy,FAIL,12,-,FAIL,3830
Binary Tree,flatten,77,10,3.5,25,891
Binary Tree,flatten to dll in place,60,5,6.2,19,2310
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,4509
BST,insert,FAIL,21,-,FAIL,2319
BST,find max,FAIL,25,-,FAIL,2346
BST,from list,FAIL,15,-,FAIL,1192
Packed Tree,pack,FAIL,36,-,FAIL,2970
