Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.9,3,76
Singly Linked List,max,FAIL,22,-,FAIL,4623
Singly Linked List,initialize,FAIL,8,-,FAIL,7901
Singly Linked List,copy,FAIL,12,-,FAIL,5788
Singly Linked List,append,FAIL,17,-,FAIL,6591
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,7876
Singly Linked List,intersection,FAIL,16,-,FAIL,6074
Singly Linked List,difference,FAIL,14,-,FAIL,3635
Sorted list,prepend,FAIL,29,-,FAIL,228
Sorted list,sort,FAIL,9,-,FAIL,3906
Sorted list,reverse,FAIL,9,-,FAIL,4609
Sorted list,merge,FAIL,23,-,FAIL,3538
Doubly Linked List,singleton,FAIL,13,-,FAIL,176
Doubly Linked List,append,FAIL,20,-,FAIL,6675
Doubly Linked List,delete,FAIL,18,-,FAIL,6590
List of Lists,deallocate,32,3,2.1,11,247
List of Lists,flatten,FAIL,12,-,FAIL,4253
List of Lists,length,FAIL,12,-,FAIL,1742
Binary Tree,deallocate two,FAIL,4,-,FAIL,4756
Binary Tree,copy,FAIL,12,-,FAIL,4369
Binary Tree,flatten,FAIL,10,-,FAIL,6394
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,4529
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,4924
BST,insert,FAIL,21,-,FAIL,867
BST,find max,FAIL,25,-,FAIL,2719
BST,from list,FAIL,15,-,FAIL,3449
Packed Tree,pack,FAIL,36,-,FAIL,2960
