Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.5,3,29
Singly Linked List,max,41,22,3.7,11,611
Singly Linked List,initialize,13,8,0.9,4,96
Singly Linked List,copy,32,12,1.2,11,180
Singly Linked List,append,19,17,1.3,6,204
Singly Linked List,non-destructive append,63,21,5.6,21,2074
Singly Linked List,intersection,FAIL,16,-,FAIL,4181
Singly Linked List,difference,FAIL,14,-,FAIL,2277
Sorted list,prepend,11,29,0.6,4,43
Sorted list,sort,40,9,4.1,12,477
Sorted list,reverse,36,9,2.1,11,266
Sorted list,merge,FAIL,23,-,FAIL,1979
Doubly Linked List,singleton,14,13,0.5,5,36
Doubly Linked List,append,32,20,3.8,10,1102
Doubly Linked List,delete,67,18,4.8,19,1038
List of Lists,deallocate,32,3,0.9,11,76
List of Lists,flatten,53,12,2.2,17,414
List of Lists,length,FAIL,12,-,FAIL,3733
Binary Tree,deallocate two,47,4,1.5,16,213
Binary Tree,copy,46,12,11.0,16,3135
Binary Tree,flatten,71,10,3.0,23,703
Binary Tree,flatten to dll in place,48,5,3.7,15,1245
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,5023
BST,insert,FAIL,21,-,FAIL,3353
BST,find max,FAIL,25,-,FAIL,2290
BST,from list,85,15,9.6,27,1508
Packed Tree,pack,FAIL,36,-,FAIL,2926
