Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.5,3,23
Singly Linked List,max,156,22,10.6,49,1266
Singly Linked List,initialize,13,8,1.1,4,125
Singly Linked List,copy,35,12,1.5,12,183
Singly Linked List,append,48,17,1.8,16,280
Singly Linked List,non-destructive append,66,21,8.0,22,2199
Singly Linked List,intersection,FAIL,16,-,FAIL,3545
Singly Linked List,difference,FAIL,14,-,FAIL,3328
Sorted list,prepend,11,29,0.7,4,41
Sorted list,sort,69,9,10.8,20,1098
Sorted list,reverse,49,9,3.7,13,596
Sorted list,merge,FAIL,23,-,FAIL,1786
Doubly Linked List,singleton,14,13,0.6,5,35
Doubly Linked List,append,58,20,6.1,19,2050
Doubly Linked List,delete,99,18,10.4,31,2740
List of Lists,deallocate,32,3,1.0,11,89
List of Lists,flatten,90,12,4.2,30,856
List of Lists,length,FAIL,12,-,FAIL,2716
Binary Tree,deallocate two,47,4,1.5,16,213
Binary Tree,copy,49,12,4.4,17,964
Binary Tree,flatten,74,10,3.9,24,897
Binary Tree,flatten to dll in place,60,5,5.0,19,1359
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,4454
BST,insert,FAIL,21,-,FAIL,1865
BST,find max,FAIL,25,-,FAIL,1942
BST,from list,FAIL,15,-,FAIL,1376
Packed Tree,pack,FAIL,36,-,FAIL,2896
