Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,FAIL,9,-,FAIL,24
Singly Linked List,max,FAIL,22,-,FAIL,472
Singly Linked List,initialize,13,8,1.0,4,94
Singly Linked List,copy,32,12,1.6,11,223
Singly Linked List,append,45,17,1.5,15,199
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,2743
Singly Linked List,intersection,FAIL,16,-,FAIL,3069
Singly Linked List,difference,FAIL,14,-,FAIL,3858
Sorted list,prepend,11,29,0.7,4,43
Sorted list,sort,FAIL,9,-,FAIL,497
Sorted list,reverse,36,9,2.5,11,309
Sorted list,merge,FAIL,23,-,FAIL,2469
Doubly Linked List,singleton,14,13,0.6,5,43
Doubly Linked List,append,78,20,4.5,26,1196
Doubly Linked List,delete,FAIL,18,-,FAIL,1570
List of Lists,deallocate,32,3,0.8,11,54
List of Lists,flatten,85,12,2.4,29,400
List of Lists,length,FAIL,12,-,FAIL,3465
Binary Tree,deallocate two,47,4,1.4,16,213
Binary Tree,copy,FAIL,12,-,FAIL,2777
Binary Tree,flatten,74,10,2.5,24,509
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,4543
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,5583
BST,insert,FAIL,21,-,FAIL,212
BST,find max,FAIL,25,-,FAIL,1766
BST,from list,FAIL,15,-,FAIL,348
Packed Tree,pack,FAIL,36,-,FAIL,3902
