Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,FAIL,9,-,FAIL,24
Singly Linked List,max,FAIL,22,-,FAIL,1555
Singly Linked List,initialize,13,8,0.8,4,106
Singly Linked List,copy,32,12,1.3,11,209
Singly Linked List,append,19,17,0.9,6,113
Singly Linked List,non-destructive append,63,21,6.6,21,2598
Singly Linked List,intersection,FAIL,16,-,FAIL,3149
Singly Linked List,difference,FAIL,14,-,FAIL,3653
Sorted list,prepend,11,29,0.6,4,46
Sorted list,sort,FAIL,9,-,FAIL,596
Sorted list,reverse,36,9,1.3,11,177
Sorted list,merge,FAIL,23,-,FAIL,2633
Doubly Linked List,singleton,14,13,0.5,5,38
Doubly Linked List,append,32,20,7.6,10,3249
Doubly Linked List,delete,FAIL,18,-,FAIL,480
List of Lists,deallocate,32,3,0.6,11,54
List of Lists,flatten,53,12,1.3,17,221
List of Lists,length,FAIL,12,-,FAIL,4662
Binary Tree,deallocate two,47,4,0.9,16,213
Binary Tree,copy,FAIL,12,-,FAIL,4768
Binary Tree,flatten,71,10,2.3,23,578
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,6851
Binary Tree,flatten to dll w/null,56,5,7.5,17,3096
BST,insert,FAIL,21,-,FAIL,208
BST,find max,FAIL,25,-,FAIL,2059
BST,from list,FAIL,15,-,FAIL,345
Packed Tree,pack,FAIL,36,-,FAIL,3290
