Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,1.0,3,105
Singly Linked List,max,FAIL,22,-,FAIL,6352
Singly Linked List,initialize,13,8,3.3,4,1467
Singly Linked List,copy,FAIL,12,-,FAIL,5836
Singly Linked List,append,29,17,7.7,10,2949
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,7450
Singly Linked List,intersection,FAIL,16,-,FAIL,6647
Singly Linked List,difference,FAIL,14,-,FAIL,5058
Sorted list,prepend,FAIL,29,-,FAIL,433
Sorted list,sort,FAIL,9,-,FAIL,4297
Sorted list,reverse,FAIL,9,-,FAIL,4106
Sorted list,merge,FAIL,23,-,FAIL,2378
Doubly Linked List,singleton,FAIL,13,-,FAIL,446
Doubly Linked List,append,FAIL,20,-,FAIL,3620
Doubly Linked List,delete,FAIL,18,-,FAIL,5975
List of Lists,deallocate,32,3,14.8,11,7084
List of Lists,flatten,FAIL,12,-,FAIL,4576
List of Lists,length,FAIL,12,-,FAIL,2636
Binary Tree,deallocate two,FAIL,4,-,FAIL,5501
Binary Tree,copy,FAIL,12,-,FAIL,5263
Binary Tree,flatten,FAIL,10,-,FAIL,7479
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,6920
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,6781
BST,insert,FAIL,21,-,FAIL,3285
BST,find max,FAIL,25,-,FAIL,3631
BST,from list,FAIL,15,-,FAIL,3779
Packed Tree,pack,FAIL,36,-,FAIL,2154
