Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.5,3,29
Singly Linked List,max,60,22,4.1,17,720
Singly Linked List,initialize,13,8,0.7,4,84
Singly Linked List,copy,32,12,1.2,11,200
Singly Linked List,append,19,17,0.9,6,115
Singly Linked List,non-destructive append,63,21,6.1,21,2454
Singly Linked List,intersection,FAIL,16,-,FAIL,4409
Singly Linked List,difference,71,14,6.0,21,1227
Sorted list,prepend,11,29,0.6,4,44
Sorted list,sort,44,9,1.7,13,251
Sorted list,reverse,36,9,1.3,11,170
Sorted list,merge,FAIL,23,-,FAIL,2458
Doubly Linked List,singleton,14,13,0.5,5,38
Doubly Linked List,append,FAIL,20,-,FAIL,3457
Doubly Linked List,delete,67,18,4.2,19,867
List of Lists,deallocate,32,3,0.6,11,54
List of Lists,flatten,53,12,1.2,17,146
List of Lists,length,73,12,6.0,23,2047
Binary Tree,deallocate two,47,4,0.9,16,201
Binary Tree,copy,46,12,3.1,16,1012
Binary Tree,flatten,71,10,1.4,23,257
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,5482
Binary Tree,flatten to dll w/null,56,5,10.7,17,3095
BST,insert,FAIL,21,-,FAIL,3923
BST,find max,FAIL,25,-,FAIL,2123
BST,from list,85,15,10.4,27,1770
Packed Tree,pack,FAIL,36,-,FAIL,3095
