Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.4,3,22
Singly Linked List,max,67,22,4.4,18,621
Singly Linked List,initialize,13,8,0.9,4,107
Singly Linked List,copy,35,12,1.2,12,184
Singly Linked List,append,29,17,1.2,9,181
Singly Linked List,non-destructive append,66,21,5.4,22,2191
Singly Linked List,intersection,FAIL,16,-,FAIL,3641
Singly Linked List,difference,74,14,9.7,22,2272
Sorted list,prepend,11,29,0.6,4,43
Sorted list,sort,53,9,3.5,14,608
Sorted list,reverse,49,9,2.5,13,430
Sorted list,merge,FAIL,23,-,FAIL,2481
Doubly Linked List,singleton,14,13,0.5,5,38
Doubly Linked List,append,54,20,4.2,17,2029
Doubly Linked List,delete,79,18,8.1,23,4400
List of Lists,deallocate,32,3,0.6,11,54
List of Lists,flatten,100,12,2.5,33,572
List of Lists,length,FAIL,12,-,FAIL,3760
Binary Tree,deallocate two,47,4,0.9,16,213
Binary Tree,copy,49,12,3.0,17,927
Binary Tree,flatten,77,10,2.2,25,538
Binary Tree,flatten to dll in place,60,5,10.0,19,3903
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,5027
BST,insert,FAIL,21,-,FAIL,3087
BST,find max,FAIL,25,-,FAIL,2586
BST,from list,112,15,11.7,34,1940
Packed Tree,pack,FAIL,36,-,FAIL,3189
