Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.6,3,44
Singly Linked List,max,FAIL,22,-,FAIL,4646
Singly Linked List,initialize,13,8,13.8,4,8556
Singly Linked List,copy,FAIL,12,-,FAIL,8246
Singly Linked List,append,FAIL,17,-,FAIL,4915
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,8841
Singly Linked List,intersection,FAIL,16,-,FAIL,5406
Singly Linked List,difference,FAIL,14,-,FAIL,3381
Sorted list,prepend,FAIL,29,-,FAIL,350
Sorted list,sort,FAIL,9,-,FAIL,6135
Sorted list,reverse,FAIL,9,-,FAIL,6142
Sorted list,merge,FAIL,23,-,FAIL,3316
Doubly Linked List,singleton,FAIL,13,-,FAIL,215
Doubly Linked List,append,FAIL,20,-,FAIL,4319
Doubly Linked List,delete,FAIL,18,-,FAIL,5757
List of Lists,deallocate,32,3,2.2,11,486
List of Lists,flatten,FAIL,12,-,FAIL,4358
List of Lists,length,FAIL,12,-,FAIL,2437
Binary Tree,deallocate two,FAIL,4,-,FAIL,8789
Binary Tree,copy,FAIL,12,-,FAIL,8108
Binary Tree,flatten,FAIL,10,-,FAIL,2371
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,8534
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,8433
BST,insert,FAIL,21,-,FAIL,2923
BST,find max,FAIL,25,-,FAIL,3987
BST,from list,FAIL,15,-,FAIL,3896
Packed Tree,pack,FAIL,36,-,FAIL,2437
