Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.4,3,19
Singly Linked List,max,96,22,12.9,26,1895
Singly Linked List,initialize,13,8,1.1,4,132
Singly Linked List,copy,35,12,1.7,12,278
Singly Linked List,append,48,17,1.4,16,188
Singly Linked List,non-destructive append,66,21,13.1,22,4190
Singly Linked List,intersection,FAIL,16,-,FAIL,4554
Singly Linked List,difference,FAIL,14,-,FAIL,4846
Sorted list,prepend,11,29,0.7,4,42
Sorted list,sort,60,9,2.7,16,322
Sorted list,reverse,49,9,1.9,13,196
Sorted list,merge,FAIL,23,-,FAIL,1668
Doubly Linked List,singleton,14,13,0.5,5,38
Doubly Linked List,append,67,20,8.9,22,4426
Doubly Linked List,delete,FAIL,18,-,FAIL,6640
List of Lists,deallocate,32,3,0.9,11,67
List of Lists,flatten,102,12,5.6,33,1516
List of Lists,length,FAIL,12,-,FAIL,3146
Binary Tree,deallocate two,47,4,1.4,16,213
Binary Tree,copy,49,12,7.6,17,2438
Binary Tree,flatten,74,10,3.0,24,597
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,3757
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,5090
BST,insert,FAIL,21,-,FAIL,2371
BST,find max,FAIL,25,-,FAIL,1809
BST,from list,FAIL,15,-,FAIL,1614
Packed Tree,pack,FAIL,36,-,FAIL,2986
