Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.7,3,42
Singly Linked List,max,64,22,4.7,17,627
Singly Linked List,initialize,13,8,1.0,4,128
Singly Linked List,copy,32,12,1.5,11,244
Singly Linked List,append,19,17,1.4,6,184
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,2947
Singly Linked List,intersection,FAIL,16,-,FAIL,3704
Singly Linked List,difference,74,14,9.2,22,1789
Sorted list,prepend,11,29,0.7,4,49
Sorted list,sort,43,9,3.0,13,447
Sorted list,reverse,39,9,2.4,12,355
Sorted list,merge,FAIL,23,-,FAIL,2082
Doubly Linked List,singleton,14,13,0.6,5,43
Doubly Linked List,append,32,20,4.0,10,1253
Doubly Linked List,delete,76,18,6.5,22,1603
List of Lists,deallocate,32,3,0.8,11,54
List of Lists,flatten,66,12,2.2,22,371
List of Lists,length,71,12,9.8,22,2763
Binary Tree,deallocate two,47,4,1.4,16,213
Binary Tree,copy,FAIL,12,-,FAIL,3576
Binary Tree,flatten,74,10,2.7,24,582
Binary Tree,flatten to dll in place,57,5,3.2,18,813
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,4174
BST,insert,FAIL,21,-,FAIL,2798
BST,find max,FAIL,25,-,FAIL,2605
BST,from list,FAIL,15,-,FAIL,2166
Packed Tree,pack,FAIL,36,-,FAIL,3802
