Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.6,3,32
Singly Linked List,max,67,22,4.6,18,720
Singly Linked List,initialize,13,8,1.0,4,136
Singly Linked List,copy,35,12,1.3,12,213
Singly Linked List,append,29,17,1.2,9,163
Singly Linked List,non-destructive append,66,21,6.8,22,2734
Singly Linked List,intersection,FAIL,16,-,FAIL,4572
Singly Linked List,difference,84,14,7.2,25,1643
Sorted list,prepend,11,29,0.6,4,48
Sorted list,sort,57,9,1.9,15,270
Sorted list,reverse,49,9,1.4,13,183
Sorted list,merge,FAIL,23,-,FAIL,2075
Doubly Linked List,singleton,14,13,0.6,5,43
Doubly Linked List,append,FAIL,20,-,FAIL,4405
Doubly Linked List,delete,73,18,4.5,21,1128
List of Lists,deallocate,32,3,0.7,11,54
List of Lists,flatten,72,12,1.8,24,352
List of Lists,length,82,12,7.2,25,2230
Binary Tree,deallocate two,47,4,0.9,16,213
Binary Tree,copy,49,12,3.5,17,1182
Binary Tree,flatten,77,10,2.3,25,555
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,4583
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,4386
BST,insert,FAIL,21,-,FAIL,3855
BST,find max,FAIL,25,-,FAIL,2243
BST,from list,85,15,9.5,27,1302
Packed Tree,pack,FAIL,36,-,FAIL,3094
