Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.5,3,29
Singly Linked List,max,41,22,3.6,11,615
Singly Linked List,initialize,13,8,0.9,4,106
Singly Linked List,copy,32,12,1.2,11,189
Singly Linked List,append,19,17,1.3,6,206
Singly Linked List,non-destructive append,63,21,5.7,21,2216
Singly Linked List,intersection,FAIL,16,-,FAIL,4164
Singly Linked List,difference,71,14,9.3,21,1986
Sorted list,prepend,11,29,0.6,4,46
Sorted list,sort,40,9,2.7,12,405
Sorted list,reverse,36,9,1.9,11,292
Sorted list,merge,FAIL,23,-,FAIL,2074
Doubly Linked List,singleton,14,13,0.5,5,38
Doubly Linked List,append,32,20,3.5,10,1033
Doubly Linked List,delete,67,18,4.5,19,985
List of Lists,deallocate,32,3,0.7,11,76
List of Lists,flatten,53,12,2.0,17,393
List of Lists,length,FAIL,12,-,FAIL,3951
Binary Tree,deallocate two,47,4,0.9,16,213
Binary Tree,copy,46,12,9.7,16,3245
Binary Tree,flatten,71,10,2.9,23,741
Binary Tree,flatten to dll in place,48,5,3.3,15,1016
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,5291
BST,insert,FAIL,21,-,FAIL,3088
BST,find max,FAIL,25,-,FAIL,2349
BST,from list,85,15,9.4,27,1538
Packed Tree,pack,FAIL,36,-,FAIL,2820
