Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.5,3,23
Singly Linked List,max,88,22,9.9,23,1219
Singly Linked List,initialize,13,8,1.1,4,125
Singly Linked List,copy,35,12,1.3,12,173
Singly Linked List,append,29,17,1.3,9,168
Singly Linked List,non-destructive append,66,21,7.1,22,1999
Singly Linked List,intersection,FAIL,16,-,FAIL,3376
Singly Linked List,difference,FAIL,14,-,FAIL,3202
Sorted list,prepend,11,29,0.7,4,40
Sorted list,sort,60,9,2.6,16,312
Sorted list,reverse,49,9,1.7,13,193
Sorted list,merge,FAIL,23,-,FAIL,1941
Doubly Linked List,singleton,14,13,0.6,5,34
Doubly Linked List,append,42,20,5.3,13,1899
Doubly Linked List,delete,76,18,7.8,22,1953
List of Lists,deallocate,32,3,0.9,11,67
List of Lists,flatten,98,12,5.4,31,1516
List of Lists,length,FAIL,12,-,FAIL,3425
Binary Tree,deallocate two,47,4,1.2,16,213
Binary Tree,copy,49,12,4.1,17,927
Binary Tree,flatten,74,10,2.6,24,571
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,3532
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,4463
BST,insert,FAIL,21,-,FAIL,2072
BST,find max,FAIL,25,-,FAIL,2249
BST,from list,FAIL,15,-,FAIL,1511
Packed Tree,pack,FAIL,36,-,FAIL,3025
