Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,FAIL,9,-,FAIL,38
Singly Linked List,max,FAIL,22,-,FAIL,871
Singly Linked List,initialize,13,8,1.0,4,132
Singly Linked List,copy,35,12,1.8,12,351
Singly Linked List,append,19,17,0.9,6,110
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,3270
Singly Linked List,intersection,FAIL,16,-,FAIL,3433
Singly Linked List,difference,FAIL,14,-,FAIL,3026
Sorted list,prepend,11,29,0.6,4,38
Sorted list,sort,FAIL,9,-,FAIL,227
Sorted list,reverse,49,9,14.3,13,3071
Sorted list,merge,FAIL,23,-,FAIL,1838
Doubly Linked List,singleton,14,13,0.5,5,32
Doubly Linked List,append,44,20,4.8,14,1643
Doubly Linked List,delete,FAIL,18,-,FAIL,1623
List of Lists,deallocate,32,3,0.8,11,54
List of Lists,flatten,60,12,1.5,20,239
List of Lists,length,109,12,11.2,34,3235
Binary Tree,deallocate two,47,4,1.1,16,213
Binary Tree,copy,FAIL,12,-,FAIL,4268
Binary Tree,flatten,77,10,2.6,25,590
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,6354
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,5716
BST,insert,FAIL,21,-,FAIL,380
BST,find max,FAIL,25,-,FAIL,2794
BST,from list,FAIL,15,-,FAIL,823
Packed Tree,pack,FAIL,36,-,FAIL,3125
