Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.9,3,70
Singly Linked List,max,FAIL,22,-,FAIL,3677
Singly Linked List,initialize,13,8,2.9,4,1482
Singly Linked List,copy,FAIL,12,-,FAIL,6228
Singly Linked List,append,29,17,13.7,10,7544
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,4764
Singly Linked List,intersection,FAIL,16,-,FAIL,5282
Singly Linked List,difference,FAIL,14,-,FAIL,6334
Sorted list,prepend,FAIL,29,-,FAIL,244
Sorted list,sort,FAIL,9,-,FAIL,5303
Sorted list,reverse,36,9,5.6,11,1699
Sorted list,merge,FAIL,23,-,FAIL,6302
Doubly Linked List,singleton,FAIL,13,-,FAIL,235
Doubly Linked List,append,FAIL,20,-,FAIL,4897
Doubly Linked List,delete,FAIL,18,-,FAIL,6120
List of Lists,deallocate,32,3,2.6,11,482
List of Lists,flatten,FAIL,12,-,FAIL,8498
List of Lists,length,FAIL,12,-,FAIL,1985
Binary Tree,deallocate two,FAIL,4,-,FAIL,8768
Binary Tree,copy,FAIL,12,-,FAIL,6092
Binary Tree,flatten,FAIL,10,-,FAIL,8518
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,6326
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,6252
BST,insert,FAIL,21,-,FAIL,2055
BST,find max,FAIL,25,-,FAIL,3449
BST,from list,FAIL,15,-,FAIL,4424
Packed Tree,pack,FAIL,36,-,FAIL,2238
