Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,FAIL,9,-,FAIL,26
Singly Linked List,max,FAIL,22,-,FAIL,1641
Singly Linked List,initialize,13,8,0.8,4,88
Singly Linked List,copy,32,12,1.3,11,208
Singly Linked List,append,19,17,0.9,6,112
Singly Linked List,non-destructive append,63,21,6.5,21,2496
Singly Linked List,intersection,FAIL,16,-,FAIL,2990
Singly Linked List,difference,FAIL,14,-,FAIL,3186
Sorted list,prepend,11,29,0.6,4,45
Sorted list,sort,FAIL,9,-,FAIL,173
Sorted list,reverse,36,9,1.3,11,175
Sorted list,merge,FAIL,23,-,FAIL,2593
Doubly Linked List,singleton,14,13,0.5,5,40
Doubly Linked List,append,FAIL,20,-,FAIL,3148
Doubly Linked List,delete,FAIL,18,-,FAIL,472
List of Lists,deallocate,32,3,0.6,11,54
List of Lists,flatten,53,12,1.2,17,148
List of Lists,length,73,12,6.3,23,2106
Binary Tree,deallocate two,47,4,0.9,16,201
Binary Tree,copy,46,12,3.2,16,1042
Binary Tree,flatten,71,10,1.6,23,261
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,4593
Binary Tree,flatten to dll w/null,56,5,13.3,17,3648
BST,insert,FAIL,21,-,FAIL,210
BST,find max,FAIL,25,-,FAIL,2118
BST,from list,FAIL,15,-,FAIL,347
Packed Tree,pack,FAIL,36,-,FAIL,3046
