Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.4,3,25
Singly Linked List,max,74,22,5.8,20,1018
Singly Linked List,initialize,13,8,0.9,4,106
Singly Linked List,copy,32,12,1.3,11,199
Singly Linked List,append,19,17,1.1,6,155
Singly Linked List,non-destructive append,63,21,6.6,21,2480
Singly Linked List,intersection,FAIL,16,-,FAIL,3219
Singly Linked List,difference,71,14,11.9,21,3045
Sorted list,prepend,11,29,0.6,4,46
Sorted list,sort,44,9,2.1,13,326
Sorted list,reverse,36,9,1.5,11,208
Sorted list,merge,FAIL,23,-,FAIL,2916
Doubly Linked List,singleton,14,13,0.5,5,34
Doubly Linked List,append,44,20,4.5,14,2022
Doubly Linked List,delete,79,18,7.4,23,3484
List of Lists,deallocate,32,3,0.8,11,67
List of Lists,flatten,94,12,5.2,31,1501
List of Lists,length,FAIL,12,-,FAIL,3620
Binary Tree,deallocate two,47,4,1.2,16,213
Binary Tree,copy,FAIL,12,-,FAIL,4994
Binary Tree,flatten,74,10,2.4,24,554
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,3282
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,4847
BST,insert,FAIL,21,-,FAIL,2392
BST,find max,FAIL,25,-,FAIL,2029
BST,from list,FAIL,15,-,FAIL,2448
Packed Tree,pack,FAIL,36,-,FAIL,3010
