Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,12
Integers,min of two,FAIL,9,-,FAIL,26
Singly Linked List,length,FAIL,15,-,FAIL,102
Singly Linked List,min,FAIL,22,-,FAIL,94
Singly Linked List,singleton,11,12,0.5,4,38
Singly Linked List,initialize,13,8,1.0,4,106
Singly Linked List,append,FAIL,17,-,FAIL,1220
Singly Linked List,delete,FAIL,16,-,FAIL,176
Singly Linked List,append three,FAIL,21,-,FAIL,1834
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,684
Singly Linked List,deduplicate,FAIL,10,-,FAIL,49
Sorted list,prepend,11,29,0.7,4,46
Sorted list,reverse,FAIL,9,-,FAIL,350
Sorted list,merge,FAIL,23,-,FAIL,1730
Doubly Linked List,singleton,14,13,0.6,5,44
Doubly Linked List,copy,FAIL,15,-,FAIL,1546
Doubly Linked List,append,FAIL,20,-,FAIL,1445
Doubly Linked List,delete,FAIL,18,-,FAIL,1524
Doubly Linked List,single to double,FAIL,11,-,FAIL,45
List of Lists,deallocate,FAIL,3,-,FAIL,522
Binary Tree,size,FAIL,13,-,FAIL,261
Binary Tree,deallocate two,47,4,1.4,16,370
Binary Tree,flatten w/append,FAIL,10,-,FAIL,39
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,174
Binary Tree,flatten,FAIL,10,-,FAIL,39
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,2398
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,2833
BST,rotate left,FAIL,74,-,FAIL,1987
BST,find min,FAIL,25,-,FAIL,257
BST,to sorted list,FAIL,15,-,FAIL,54
Rose Tree,deallocate,FAIL,2,-,FAIL,154
Rose Tree,copy,FAIL,12,-,FAIL,2663
