Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,12
Integers,min of two,10,9,0.5,3,25
Singly Linked List,length,21,15,1.2,6,158
Singly Linked List,min,74,22,6.0,20,994
Singly Linked List,singleton,11,12,0.5,4,34
Singly Linked List,initialize,13,8,0.9,4,109
Singly Linked List,append,47,17,1.6,15,280
Singly Linked List,delete,41,16,2.3,12,370
Singly Linked List,append three,76,21,2.4,23,556
Singly Linked List,non-destructive append,63,21,6.9,21,2554
Singly Linked List,deduplicate,73,10,3.2,22,607
Sorted list,prepend,11,29,0.6,4,46
Sorted list,reverse,36,9,1.4,11,190
Sorted list,merge,FAIL,23,-,FAIL,1914
Doubly Linked List,singleton,14,13,0.5,5,36
Doubly Linked List,copy,FAIL,15,-,FAIL,5219
Doubly Linked List,append,44,20,5.1,14,2248
Doubly Linked List,delete,79,18,7.5,23,3642
Doubly Linked List,single to double,66,11,1.6,23,232
List of Lists,deallocate,32,3,0.7,11,54
Binary Tree,size,35,13,1.4,10,242
Binary Tree,deallocate two,47,4,1.3,16,213
Binary Tree,flatten w/append,48,10,1.1,17,128
Binary Tree,flatten w/acc,63,17,1.4,21,188
Binary Tree,flatten,74,10,2.5,24,502
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,3909
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,3135
BST,rotate left,15,74,9.2,5,2272
BST,find min,FAIL,25,-,FAIL,1741
BST,to sorted list,FAIL,15,-,FAIL,2021
Rose Tree,deallocate,24,2,0.7,9,47
Rose Tree,copy,FAIL,12,-,FAIL,3047
