Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,9
Integers,min of two,10,9,0.6,3,33
Singly Linked List,length,21,15,1.2,6,134
Singly Linked List,min,41,22,5.1,11,641
Singly Linked List,singleton,11,12,0.6,4,38
Singly Linked List,initialize,13,8,1.0,4,115
Singly Linked List,append,19,17,1.0,6,102
Singly Linked List,delete,41,16,2.4,12,298
Singly Linked List,append three,48,21,2.1,14,418
Singly Linked List,non-destructive append,66,21,7.2,22,2051
Singly Linked List,deduplicate,76,10,6.9,23,1240
Sorted list,prepend,11,29,0.7,4,43
Sorted list,reverse,49,9,2.7,13,356
Sorted list,merge,FAIL,23,-,FAIL,1106
Doubly Linked List,singleton,14,13,0.6,5,39
Doubly Linked List,copy,71,15,8.4,24,2447
Doubly Linked List,append,32,20,4.7,10,1114
Doubly Linked List,delete,67,18,5.3,19,917
Doubly Linked List,single to double,69,11,1.9,24,248
List of Lists,deallocate,32,3,0.9,11,89
Binary Tree,size,32,13,1.5,9,189
Binary Tree,deallocate two,47,4,1.2,16,213
Binary Tree,flatten w/append,51,10,1.1,18,130
Binary Tree,flatten w/acc,66,17,1.5,22,205
Binary Tree,flatten,74,10,2.6,24,583
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,2555
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,2747
BST,rotate left,FAIL,74,-,FAIL,2882
BST,find min,FAIL,25,-,FAIL,1294
BST,to sorted list,FAIL,15,-,FAIL,1813
Rose Tree,deallocate,24,2,0.6,9,47
Rose Tree,copy,FAIL,12,-,FAIL,2624
