Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.3,4,10
Integers,min of two,10,9,0.5,3,25
Singly Linked List,length,21,15,1.1,6,108
Singly Linked List,min,50,22,4.6,14,576
Singly Linked List,singleton,11,12,0.6,4,33
Singly Linked List,initialize,13,8,1.1,4,103
Singly Linked List,append,19,17,1.3,6,154
Singly Linked List,delete,41,16,2.2,12,261
Singly Linked List,append three,48,21,2.5,14,478
Singly Linked List,non-destructive append,66,21,7.8,22,2371
Singly Linked List,deduplicate,76,10,3.0,23,417
Sorted list,prepend,11,29,0.7,4,39
Sorted list,reverse,49,9,1.6,13,165
Sorted list,merge,FAIL,23,-,FAIL,1030
Doubly Linked List,singleton,14,13,0.6,5,36
Doubly Linked List,copy,68,15,8.6,23,2327
Doubly Linked List,append,FAIL,20,-,FAIL,2413
Doubly Linked List,delete,67,18,4.8,19,740
Doubly Linked List,single to double,69,11,1.8,24,215
List of Lists,deallocate,32,3,0.8,11,54
Binary Tree,size,32,13,1.9,9,323
Binary Tree,deallocate two,47,4,1.2,16,213
Binary Tree,flatten w/append,51,10,1.2,18,123
Binary Tree,flatten w/acc,66,17,1.6,22,225
Binary Tree,flatten,74,10,2.4,24,482
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,2607
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,2647
BST,rotate left,15,74,8.0,5,873
BST,find min,FAIL,25,-,FAIL,1249
BST,to sorted list,67,15,7.9,21,1352
Rose Tree,deallocate,24,2,0.7,9,47
Rose Tree,copy,FAIL,12,-,FAIL,2751
