Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,1.4,4,428
Integers,min of two,10,9,0.5,3,38
Singly Linked List,length,FAIL,15,-,FAIL,3104
Singly Linked List,min,FAIL,22,-,FAIL,3196
Singly Linked List,singleton,FAIL,12,-,FAIL,213
Singly Linked List,initialize,FAIL,8,-,FAIL,6358
Singly Linked List,append,FAIL,17,-,FAIL,2257
Singly Linked List,delete,FAIL,16,-,FAIL,2694
Singly Linked List,append three,FAIL,21,-,FAIL,2966
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,4556
Singly Linked List,deduplicate,FAIL,10,-,FAIL,2217
Sorted list,prepend,FAIL,29,-,FAIL,340
Sorted list,reverse,FAIL,9,-,FAIL,3229
Sorted list,merge,FAIL,23,-,FAIL,2778
Doubly Linked List,singleton,FAIL,13,-,FAIL,213
Doubly Linked List,copy,FAIL,15,-,FAIL,3469
Doubly Linked List,append,FAIL,20,-,FAIL,2543
Doubly Linked List,delete,FAIL,18,-,FAIL,4306
Doubly Linked List,single to double,FAIL,11,-,FAIL,1801
List of Lists,deallocate,32,3,2.7,11,317
Binary Tree,size,FAIL,13,-,FAIL,4644
Binary Tree,deallocate two,FAIL,4,-,FAIL,2406
Binary Tree,flatten w/append,FAIL,10,-,FAIL,3074
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,2766
Binary Tree,flatten,FAIL,10,-,FAIL,4076
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,2758
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,2635
BST,rotate left,FAIL,74,-,FAIL,4221
BST,find min,FAIL,25,-,FAIL,2221
BST,to sorted list,FAIL,15,-,FAIL,3194
Rose Tree,deallocate,24,2,1.8,9,225
Rose Tree,copy,FAIL,12,-,FAIL,2842
