Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,10
Integers,min of two,10,9,0.5,3,25
Singly Linked List,length,21,15,1.1,6,103
Singly Linked List,min,50,22,4.1,14,522
Singly Linked List,singleton,11,12,0.5,4,32
Singly Linked List,initialize,13,8,1.0,4,93
Singly Linked List,append,29,17,1.5,9,212
Singly Linked List,delete,41,16,2.1,12,242
Singly Linked List,append three,55,21,2.7,16,565
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,2252
Singly Linked List,deduplicate,76,10,2.8,23,387
Sorted list,prepend,11,29,0.7,4,36
Sorted list,reverse,49,9,1.5,13,161
Sorted list,merge,FAIL,23,-,FAIL,1107
Doubly Linked List,singleton,14,13,0.5,5,33
Doubly Linked List,copy,FAIL,15,-,FAIL,2645
Doubly Linked List,append,FAIL,20,-,FAIL,2480
Doubly Linked List,delete,67,18,4.6,19,759
Doubly Linked List,single to double,69,11,1.7,24,192
List of Lists,deallocate,32,3,0.8,11,54
Binary Tree,size,32,13,2.2,9,379
Binary Tree,deallocate two,47,4,1.2,16,213
Binary Tree,flatten w/append,51,10,1.1,18,120
Binary Tree,flatten w/acc,66,17,1.3,22,175
Binary Tree,flatten,74,10,2.3,24,466
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,2362
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,2638
BST,rotate left,FAIL,74,-,FAIL,1130
BST,find min,FAIL,25,-,FAIL,1105
BST,to sorted list,67,15,6.9,21,1266
Rose Tree,deallocate,24,2,0.6,9,47
Rose Tree,copy,FAIL,12,-,FAIL,2790
