Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,10
Integers,min of two,FAIL,9,-,FAIL,20
Singly Linked List,length,21,15,1.1,6,103
Singly Linked List,min,FAIL,22,-,FAIL,1258
Singly Linked List,singleton,11,12,0.5,4,32
Singly Linked List,initialize,13,8,1.0,4,93
Singly Linked List,append,19,17,1.5,6,197
Singly Linked List,delete,FAIL,16,-,FAIL,506
Singly Linked List,append three,58,21,3.1,18,815
Singly Linked List,non-destructive append,66,21,7.3,22,1978
Singly Linked List,deduplicate,FAIL,10,-,FAIL,1172
Sorted list,prepend,11,29,0.6,4,36
Sorted list,reverse,49,9,2.2,13,231
Sorted list,merge,FAIL,23,-,FAIL,1104
Doubly Linked List,singleton,14,13,0.5,5,33
Doubly Linked List,copy,68,15,6.3,23,1745
Doubly Linked List,append,48,20,4.0,16,857
Doubly Linked List,delete,FAIL,18,-,FAIL,353
Doubly Linked List,single to double,69,11,1.6,24,187
List of Lists,deallocate,32,3,0.8,11,76
Binary Tree,size,32,13,1.4,9,169
Binary Tree,deallocate two,47,4,1.3,16,263
Binary Tree,flatten w/append,51,10,1.8,18,290
Binary Tree,flatten w/acc,66,17,1.8,22,277
Binary Tree,flatten,77,10,3.2,25,685
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,3165
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,3314
BST,rotate left,FAIL,74,-,FAIL,147
BST,find min,FAIL,25,-,FAIL,995
BST,to sorted list,FAIL,15,-,FAIL,1994
Rose Tree,deallocate,24,2,0.7,9,47
Rose Tree,copy,FAIL,12,-,FAIL,3253
