Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,9
Integers,min of two,10,9,0.5,3,23
Singly Linked List,length,21,15,1.1,6,114
Singly Linked List,min,41,22,3.4,11,522
Singly Linked List,singleton,11,12,0.5,4,32
Singly Linked List,initialize,13,8,0.9,4,99
Singly Linked List,append,19,17,0.9,6,107
Singly Linked List,delete,41,16,1.9,12,258
Singly Linked List,append three,48,21,2.0,14,432
Singly Linked List,non-destructive append,66,21,5.7,22,2074
Singly Linked List,deduplicate,76,10,4.4,23,766
Sorted list,prepend,11,29,0.6,4,38
Sorted list,reverse,49,9,2.0,13,260
Sorted list,merge,FAIL,23,-,FAIL,1262
Doubly Linked List,singleton,14,13,0.5,5,33
Doubly Linked List,copy,71,15,5.7,24,2084
Doubly Linked List,append,32,20,3.4,10,893
Doubly Linked List,delete,67,18,4.4,19,816
Doubly Linked List,single to double,69,11,1.6,24,208
List of Lists,deallocate,32,3,0.8,11,54
Binary Tree,size,32,13,1.3,9,189
Binary Tree,deallocate two,47,4,1.2,16,213
Binary Tree,flatten w/append,51,10,1.0,18,122
Binary Tree,flatten w/acc,66,17,1.4,22,202
Binary Tree,flatten,74,10,2.4,24,528
Binary Tree,flatten to dll in place,51,5,9.7,16,3503
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,2885
BST,rotate left,15,74,5.8,5,874
BST,find min,FAIL,25,-,FAIL,1800
BST,to sorted list,FAIL,15,-,FAIL,1787
Rose Tree,deallocate,24,2,0.7,9,47
Rose Tree,copy,FAIL,12,-,FAIL,3010
