Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.3,4,10
Integers,min of two,10,9,0.5,3,25
Singly Linked List,length,21,15,1.3,6,153
Singly Linked List,min,60,22,5.0,17,678
Singly Linked List,singleton,11,12,0.6,4,35
Singly Linked List,initialize,13,8,1.1,4,110
Singly Linked List,append,19,17,1.0,6,102
Singly Linked List,delete,41,16,2.2,12,320
Singly Linked List,append three,48,21,1.3,14,176
Singly Linked List,non-destructive append,66,21,8.0,22,2371
Singly Linked List,deduplicate,83,10,2.5,25,347
Sorted list,prepend,11,29,0.6,4,39
Sorted list,reverse,49,9,1.5,13,158
Sorted list,merge,FAIL,23,-,FAIL,1118
Doubly Linked List,singleton,14,13,0.6,5,36
Doubly Linked List,copy,68,15,8.6,23,2255
Doubly Linked List,append,FAIL,20,-,FAIL,2305
Doubly Linked List,delete,67,18,4.7,19,739
Doubly Linked List,single to double,69,11,1.8,24,215
List of Lists,deallocate,32,3,0.8,11,54
Binary Tree,size,32,13,2.2,9,523
Binary Tree,deallocate two,47,4,1.2,16,201
Binary Tree,flatten w/append,51,10,1.1,18,130
Binary Tree,flatten w/acc,66,17,1.4,22,186
Binary Tree,flatten,74,10,1.6,24,233
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,2335
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,2401
BST,rotate left,15,74,8.0,5,873
BST,find min,FAIL,25,-,FAIL,1419
BST,to sorted list,67,15,2.3,21,299
Rose Tree,deallocate,24,2,0.7,9,47
Rose Tree,copy,FAIL,12,-,FAIL,2827
