Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,12,12,0.2,4,12
Integers,min of two,FAIL,9,-,FAIL,26
Singly Linked List,length,21,15,1.2,6,155
Singly Linked List,min,FAIL,22,-,FAIL,1353
Singly Linked List,singleton,11,12,0.6,4,40
Singly Linked List,initialize,13,8,1.0,4,112
Singly Linked List,append,19,17,1.6,6,226
Singly Linked List,delete,FAIL,16,-,FAIL,804
Singly Linked List,append three,58,21,3.3,18,905
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,3365
Singly Linked List,deduplicate,FAIL,10,-,FAIL,313
Sorted list,prepend,11,29,0.7,4,48
Sorted list,reverse,36,9,1.6,11,176
Sorted list,merge,FAIL,23,-,FAIL,1284
Doubly Linked List,singleton,14,13,0.6,5,44
Doubly Linked List,copy,FAIL,15,-,FAIL,4089
Doubly Linked List,append,48,20,5.3,16,1891
Doubly Linked List,delete,FAIL,18,-,FAIL,2065
Doubly Linked List,single to double,66,11,1.8,23,260
List of Lists,deallocate,32,3,0.7,11,76
Binary Tree,size,32,13,1.4,9,259
Binary Tree,deallocate two,47,4,1.0,16,213
Binary Tree,flatten w/append,48,10,1.8,17,324
Binary Tree,flatten w/acc,63,17,1.8,21,299
Binary Tree,flatten,71,10,3.4,23,746
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,2670
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,3741
BST,rotate left,15,74,9.9,5,2115
BST,find min,FAIL,25,-,FAIL,1370
BST,to sorted list,FAIL,15,-,FAIL,1906
Rose Tree,deallocate,24,2,0.6,9,47
Rose Tree,copy,FAIL,12,-,FAIL,2640
