Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,swap two,FAIL,12,-,FAIL,100
Integers,min of two,10,9,0.8,3,73
Singly Linked List,length,FAIL,15,-,FAIL,7132
Singly Linked List,min,FAIL,22,-,FAIL,5713
Singly Linked List,singleton,FAIL,12,-,FAIL,192
Singly Linked List,initialize,13,8,3.2,4,1833
Singly Linked List,append,FAIL,17,-,FAIL,2768
Singly Linked List,delete,FAIL,16,-,FAIL,2449
Singly Linked List,append three,FAIL,21,-,FAIL,3817
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,4953
Singly Linked List,deduplicate,FAIL,10,-,FAIL,2975
Sorted list,prepend,FAIL,29,-,FAIL,303
Sorted list,reverse,FAIL,9,-,FAIL,4230
Sorted list,merge,FAIL,23,-,FAIL,4485
Doubly Linked List,singleton,FAIL,13,-,FAIL,192
Doubly Linked List,copy,FAIL,15,-,FAIL,3447
Doubly Linked List,append,FAIL,20,-,FAIL,3155
Doubly Linked List,delete,FAIL,18,-,FAIL,3653
Doubly Linked List,single to double,FAIL,11,-,FAIL,1750
List of Lists,deallocate,FAIL,3,-,FAIL,4342
Binary Tree,size,FAIL,13,-,FAIL,7538
Binary Tree,deallocate two,FAIL,4,-,FAIL,4079
Binary Tree,flatten w/append,FAIL,10,-,FAIL,3959
Binary Tree,flatten w/acc,FAIL,17,-,FAIL,3485
Binary Tree,flatten,FAIL,10,-,FAIL,3831
Binary Tree,flatten to dll in place,FAIL,5,-,FAIL,3889
Binary Tree,flatten to dll w/null,FAIL,5,-,FAIL,3756
BST,rotate left,FAIL,74,-,FAIL,5259
BST,find min,FAIL,25,-,FAIL,4417
BST,to sorted list,FAIL,15,-,FAIL,3366
Rose Tree,deallocate,24,2,1.5,9,246
Rose Tree,copy,FAIL,12,-,FAIL,2697
