Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,FAIL,9,-,FAIL,24
Singly Linked List,max,FAIL,22,-,FAIL,1348
Singly Linked List,deallocate,11,2,0.3,4,16
Singly Linked List,append,19,17,0.9,6,112
Singly Linked List,delete,FAIL,16,-,FAIL,644
Singly Linked List,deallocate two,25,4,0.6,9,66
Singly Linked List,non-destructive append,63,21,6.9,21,2797
Singly Linked List,deduplicate,FAIL,10,-,FAIL,1158
Sorted list,prepend,11,29,0.6,4,43
Sorted list,insert,FAIL,21,-,FAIL,87
Sorted list,reverse,36,9,1.3,11,186
Doubly Linked List,single to double,66,11,1.5,23,227
List of Lists,deallocate,32,3,0.7,11,54
List of Lists,flatten,57,12,1.3,19,183
Binary Tree,size,32,13,1.5,9,295
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,deallocate two,47,4,0.9,16,213
Binary Tree,flatten w/append,48,10,1.0,17,128
BST,rotate left,FAIL,74,-,FAIL,209
BST,from list,FAIL,15,-,FAIL,362
BST,to sorted list,67,15,2.3,21,364
Rose Tree,deallocate,24,2,0.6,9,47
Rose Tree,flatten,93,10,3.7,30,768
Packed Tree,pack,FAIL,36,-,FAIL,2937
