Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.9,3,85
Singly Linked List,max,FAIL,22,-,FAIL,2898
Singly Linked List,deallocate,11,2,0.5,4,44
Singly Linked List,append,29,17,4.8,10,1764
Singly Linked List,delete,FAIL,16,-,FAIL,4024
Singly Linked List,deallocate two,25,4,1.3,9,266
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,5011
Singly Linked List,deduplicate,FAIL,10,-,FAIL,3885
Sorted list,prepend,FAIL,29,-,FAIL,219
Sorted list,insert,FAIL,21,-,FAIL,1018
Sorted list,reverse,36,9,4.7,11,1612
Doubly Linked List,single to double,FAIL,11,-,FAIL,4233
List of Lists,deallocate,32,3,2.1,11,427
List of Lists,flatten,FAIL,12,-,FAIL,5857
Binary Tree,size,FAIL,13,-,FAIL,2862
Binary Tree,deallocate,16,2,0.9,6,121
Binary Tree,deallocate two,FAIL,4,-,FAIL,5502
Binary Tree,flatten w/append,48,10,4.5,17,1481
BST,rotate left,FAIL,74,-,FAIL,4072
BST,from list,FAIL,15,-,FAIL,3053
BST,to sorted list,FAIL,15,-,FAIL,3604
Rose Tree,deallocate,24,2,1.1,9,145
Rose Tree,flatten,FAIL,10,-,FAIL,4106
Packed Tree,pack,FAIL,36,-,FAIL,1855
