Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.5,3,25
Singly Linked List,max,50,22,4.3,14,570
Singly Linked List,deallocate,11,2,0.3,4,16
Singly Linked List,append,29,17,1.5,9,212
Singly Linked List,delete,41,16,2.0,12,242
Singly Linked List,deallocate two,25,4,0.7,9,66
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,2151
Singly Linked List,deduplicate,76,10,2.9,23,399
Sorted list,prepend,11,29,0.6,4,36
Sorted list,insert,65,21,2.3,19,277
Sorted list,reverse,49,9,1.6,13,161
Doubly Linked List,single to double,69,11,1.6,24,192
List of Lists,deallocate,32,3,0.7,11,54
List of Lists,flatten,72,12,2.1,24,357
Binary Tree,size,32,13,2.2,9,381
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,deallocate two,47,4,1.1,16,213
Binary Tree,flatten w/append,51,10,1.1,18,120
BST,rotate left,FAIL,74,-,FAIL,1123
BST,from list,FAIL,15,-,FAIL,972
BST,to sorted list,67,15,7.7,21,1346
Rose Tree,deallocate,24,2,0.6,9,47
Rose Tree,flatten,101,10,9.3,32,2576
Packed Tree,pack,FAIL,36,-,FAIL,2331
