Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.6,3,29
Singly Linked List,max,FAIL,22,-,FAIL,112
Singly Linked List,deallocate,11,2,0.4,4,16
Singly Linked List,append,FAIL,17,-,FAIL,1138
Singly Linked List,delete,FAIL,16,-,FAIL,157
Singly Linked List,deallocate two,25,4,0.7,9,69
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,693
Singly Linked List,deduplicate,FAIL,10,-,FAIL,48
Sorted list,prepend,11,29,0.6,4,45
Sorted list,insert,FAIL,21,-,FAIL,636
Sorted list,reverse,FAIL,9,-,FAIL,380
Doubly Linked List,single to double,FAIL,11,-,FAIL,46
List of Lists,deallocate,FAIL,3,-,FAIL,522
List of Lists,flatten,FAIL,12,-,FAIL,1153
Binary Tree,size,FAIL,13,-,FAIL,134
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,deallocate two,47,4,1.5,16,358
Binary Tree,flatten w/append,FAIL,10,-,FAIL,40
BST,rotate left,FAIL,74,-,FAIL,1728
BST,from list,FAIL,15,-,FAIL,129
BST,to sorted list,FAIL,15,-,FAIL,55
Rose Tree,deallocate,FAIL,2,-,FAIL,154
Rose Tree,flatten,FAIL,10,-,FAIL,150
Packed Tree,pack,FAIL,36,-,FAIL,2370
