Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.9,3,87
Singly Linked List,max,FAIL,22,-,FAIL,4739
Singly Linked List,deallocate,11,2,0.5,4,30
Singly Linked List,append,FAIL,17,-,FAIL,2869
Singly Linked List,delete,FAIL,16,-,FAIL,3014
Singly Linked List,deallocate two,25,4,1.1,9,168
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,4742
Singly Linked List,deduplicate,FAIL,10,-,FAIL,1988
Sorted list,prepend,FAIL,29,-,FAIL,176
Sorted list,insert,FAIL,21,-,FAIL,727
Sorted list,reverse,FAIL,9,-,FAIL,2951
Doubly Linked List,single to double,FAIL,11,-,FAIL,1098
List of Lists,deallocate,32,3,8.5,11,2559
List of Lists,flatten,FAIL,12,-,FAIL,2222
Binary Tree,size,FAIL,13,-,FAIL,2530
Binary Tree,deallocate,16,2,0.9,6,82
Binary Tree,deallocate two,FAIL,4,-,FAIL,3361
Binary Tree,flatten w/append,FAIL,10,-,FAIL,2864
BST,rotate left,FAIL,74,-,FAIL,4719
BST,from list,FAIL,15,-,FAIL,2343
BST,to sorted list,FAIL,15,-,FAIL,2058
Rose Tree,deallocate,24,2,1.8,9,326
Rose Tree,flatten,FAIL,10,-,FAIL,341
Packed Tree,pack,FAIL,36,-,FAIL,1858
