Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.9,3,95
Singly Linked List,max,FAIL,22,-,FAIL,3948
Singly Linked List,deallocate,11,2,0.6,4,44
Singly Linked List,append,FAIL,17,-,FAIL,4086
Singly Linked List,delete,FAIL,16,-,FAIL,3668
Singly Linked List,deallocate two,25,4,1.7,9,272
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,5530
Singly Linked List,deduplicate,FAIL,10,-,FAIL,3646
Sorted list,prepend,FAIL,29,-,FAIL,502
Sorted list,insert,FAIL,21,-,FAIL,1180
Sorted list,reverse,FAIL,9,-,FAIL,4472
Doubly Linked List,single to double,FAIL,11,-,FAIL,885
List of Lists,deallocate,32,3,2.4,11,486
List of Lists,flatten,FAIL,12,-,FAIL,3505
Binary Tree,size,FAIL,13,-,FAIL,3863
Binary Tree,deallocate,16,2,1.0,6,121
Binary Tree,deallocate two,FAIL,4,-,FAIL,4889
Binary Tree,flatten w/append,FAIL,10,-,FAIL,4742
BST,rotate left,FAIL,74,-,FAIL,4562
BST,from list,FAIL,15,-,FAIL,2366
BST,to sorted list,FAIL,15,-,FAIL,3440
Rose Tree,deallocate,24,2,1.6,9,204
Rose Tree,flatten,FAIL,10,-,FAIL,277
Packed Tree,pack,FAIL,36,-,FAIL,1970
