Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,FAIL,9,-,FAIL,22
Singly Linked List,max,FAIL,22,-,FAIL,1487
Singly Linked List,deallocate,11,2,0.4,4,16
Singly Linked List,append,29,17,1.7,9,220
Singly Linked List,delete,FAIL,16,-,FAIL,677
Singly Linked List,deallocate two,25,4,0.7,9,66
Singly Linked List,non-destructive append,66,21,7.3,22,2056
Singly Linked List,deduplicate,FAIL,10,-,FAIL,1978
Sorted list,prepend,11,29,0.6,4,39
Sorted list,insert,FAIL,21,-,FAIL,58
Sorted list,reverse,49,9,1.6,13,198
Doubly Linked List,single to double,69,11,2.9,24,825
List of Lists,deallocate,32,3,0.8,11,67
List of Lists,flatten,68,12,2.2,22,368
Binary Tree,size,32,13,2.2,9,558
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,deallocate two,47,4,1.2,16,213
Binary Tree,flatten w/append,51,10,1.1,18,131
BST,rotate left,FAIL,74,-,FAIL,3403
BST,from list,FAIL,15,-,FAIL,326
BST,to sorted list,FAIL,15,-,FAIL,2070
Rose Tree,deallocate,24,2,0.6,9,47
Rose Tree,flatten,FAIL,10,-,FAIL,2742
Packed Tree,pack,FAIL,36,-,FAIL,2336
