Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.5,3,25
Singly Linked List,max,80,22,5.3,22,955
Singly Linked List,deallocate,11,2,0.3,4,16
Singly Linked List,append,29,17,1.4,9,223
Singly Linked List,delete,41,16,2.0,12,357
Singly Linked List,deallocate two,25,4,0.5,9,66
Singly Linked List,non-destructive append,66,21,6.6,22,2482
Singly Linked List,deduplicate,83,10,3.0,25,497
Sorted list,prepend,11,29,0.6,4,42
Sorted list,insert,65,21,2.3,19,493
Sorted list,reverse,49,9,1.4,13,175
Doubly Linked List,single to double,69,11,1.7,24,268
List of Lists,deallocate,32,3,0.6,11,54
List of Lists,flatten,68,12,2.0,22,372
Binary Tree,size,32,13,2.2,9,700
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,deallocate two,47,4,0.9,16,213
Binary Tree,flatten w/append,51,10,1.0,18,130
BST,rotate left,15,74,7.7,5,1310
BST,from list,FAIL,15,-,FAIL,1439
BST,to sorted list,67,15,7.5,21,1716
Rose Tree,deallocate,24,2,0.6,9,47
Rose Tree,flatten,FAIL,10,-,FAIL,3038
Packed Tree,pack,FAIL,36,-,FAIL,2480
