Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,FAIL,9,-,FAIL,20
Singly Linked List,max,FAIL,22,-,FAIL,1282
Singly Linked List,deallocate,11,2,0.4,4,16
Singly Linked List,append,29,17,1.4,9,167
Singly Linked List,delete,FAIL,16,-,FAIL,539
Singly Linked List,deallocate two,25,4,0.7,9,66
Singly Linked List,non-destructive append,66,21,7.8,22,2337
Singly Linked List,deduplicate,FAIL,10,-,FAIL,1429
Sorted list,prepend,11,29,0.7,4,36
Sorted list,insert,FAIL,21,-,FAIL,56
Sorted list,reverse,49,9,1.6,13,162
Doubly Linked List,single to double,69,11,1.7,24,197
List of Lists,deallocate,32,3,0.7,11,54
List of Lists,flatten,100,12,2.7,33,512
Binary Tree,size,32,13,1.4,9,240
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,deallocate two,47,4,1.1,16,213
Binary Tree,flatten w/append,51,10,1.1,18,120
BST,rotate left,FAIL,74,-,FAIL,147
BST,from list,FAIL,15,-,FAIL,300
BST,to sorted list,114,15,6.0,32,1149
Rose Tree,deallocate,24,2,0.7,9,47
Rose Tree,flatten,93,10,3.6,29,597
Packed Tree,pack,FAIL,36,-,FAIL,2317
