Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.6,3,36
Singly Linked List,max,FAIL,22,-,FAIL,1549
Singly Linked List,deallocate,11,2,0.4,4,16
Singly Linked List,append,19,17,1.1,6,135
Singly Linked List,delete,41,16,4.3,12,928
Singly Linked List,deallocate two,25,4,0.8,9,66
Singly Linked List,non-destructive append,63,21,6.2,21,2288
Singly Linked List,deduplicate,FAIL,10,-,FAIL,2572
Sorted list,prepend,11,29,0.8,4,76
Sorted list,insert,FAIL,21,-,FAIL,2043
Sorted list,reverse,36,9,5.3,11,1350
Doubly Linked List,single to double,66,11,1.8,23,314
List of Lists,deallocate,32,3,0.8,11,54
List of Lists,flatten,53,12,1.7,17,252
Binary Tree,size,35,13,1.9,10,760
Binary Tree,deallocate,16,2,0.5,6,26
Binary Tree,deallocate two,47,4,1.5,16,213
Binary Tree,flatten w/append,48,10,1.3,17,154
BST,rotate left,FAIL,74,-,FAIL,2590
BST,from list,FAIL,15,-,FAIL,1208
BST,to sorted list,FAIL,15,-,FAIL,2113
Rose Tree,deallocate,24,2,0.7,9,47
Rose Tree,flatten,FAIL,10,-,FAIL,2682
Packed Tree,pack,FAIL,36,-,FAIL,2515
