Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.5,3,27
Singly Linked List,max,60,22,4.6,17,740
Singly Linked List,deallocate,11,2,0.3,4,16
Singly Linked List,append,19,17,0.9,6,109
Singly Linked List,delete,41,16,1.9,12,259
Singly Linked List,deallocate two,25,4,0.6,9,66
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,2523
Singly Linked List,deduplicate,76,10,2.7,23,428
Sorted list,prepend,11,29,0.6,4,41
Sorted list,insert,74,21,2.4,21,343
Sorted list,reverse,49,9,1.3,13,180
Doubly Linked List,single to double,69,11,1.5,24,215
List of Lists,deallocate,32,3,0.7,11,54
List of Lists,flatten,56,12,1.4,18,213
Binary Tree,size,32,13,1.7,9,441
Binary Tree,deallocate,16,2,0.4,6,26
Binary Tree,deallocate two,47,4,1.1,16,213
Binary Tree,flatten w/append,51,10,1.1,18,126
BST,rotate left,FAIL,74,-,FAIL,1946
BST,from list,FAIL,15,-,FAIL,1752
BST,to sorted list,FAIL,15,-,FAIL,2428
Rose Tree,deallocate,24,2,0.6,9,47
Rose Tree,flatten,86,10,8.4,27,2583
Packed Tree,pack,FAIL,36,-,FAIL,2422
