Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.9,3,73
Singly Linked List,max,FAIL,22,-,FAIL,5848
Singly Linked List,deallocate,11,2,0.6,4,44
Singly Linked List,append,FAIL,17,-,FAIL,2748
Singly Linked List,delete,FAIL,16,-,FAIL,2401
Singly Linked List,deallocate two,25,4,1.5,9,272
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,5116
Singly Linked List,deduplicate,FAIL,10,-,FAIL,3007
Sorted list,prepend,FAIL,29,-,FAIL,303
Sorted list,insert,FAIL,21,-,FAIL,1529
Sorted list,reverse,FAIL,9,-,FAIL,4252
Doubly Linked List,single to double,FAIL,11,-,FAIL,1750
List of Lists,deallocate,FAIL,3,-,FAIL,4515
List of Lists,flatten,FAIL,12,-,FAIL,3732
Binary Tree,size,FAIL,13,-,FAIL,7499
Binary Tree,deallocate,16,2,1.0,6,121
Binary Tree,deallocate two,FAIL,4,-,FAIL,4029
Binary Tree,flatten w/append,FAIL,10,-,FAIL,3928
BST,rotate left,FAIL,74,-,FAIL,5113
BST,from list,FAIL,15,-,FAIL,3011
BST,to sorted list,FAIL,15,-,FAIL,3275
Rose Tree,deallocate,24,2,1.6,9,246
Rose Tree,flatten,FAIL,10,-,FAIL,652
Packed Tree,pack,FAIL,36,-,FAIL,1920
