Group, Name,Code(mut),Spec(mut),Time(mut),Backtrackings(mut),Rules(mut)
Integers,min of two,10,9,0.7,3,56
Singly Linked List,max,FAIL,22,-,FAIL,5529
Singly Linked List,deallocate,11,2,0.6,4,44
Singly Linked List,append,FAIL,17,-,FAIL,3386
Singly Linked List,delete,FAIL,16,-,FAIL,2392
Singly Linked List,deallocate two,25,4,2.0,9,411
Singly Linked List,non-destructive append,FAIL,21,-,FAIL,4895
Singly Linked List,deduplicate,FAIL,10,-,FAIL,618
Sorted list,prepend,FAIL,29,-,FAIL,303
Sorted list,insert,FAIL,21,-,FAIL,1509
Sorted list,reverse,FAIL,9,-,FAIL,4014
Doubly Linked List,single to double,FAIL,11,-,FAIL,348
List of Lists,deallocate,FAIL,3,-,FAIL,1433
List of Lists,flatten,FAIL,12,-,FAIL,1922
Binary Tree,size,FAIL,13,-,FAIL,5723
Binary Tree,deallocate,16,2,1.0,6,121
Binary Tree,deallocate two,FAIL,4,-,FAIL,4499
Binary Tree,flatten w/append,FAIL,10,-,FAIL,301
BST,rotate left,FAIL,74,-,FAIL,4957
BST,from list,FAIL,15,-,FAIL,2536
BST,to sorted list,FAIL,15,-,FAIL,774
Rose Tree,deallocate,FAIL,2,-,FAIL,806
Rose Tree,flatten,FAIL,10,-,FAIL,652
Packed Tree,pack,FAIL,36,-,FAIL,1877
